,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 38,Unnamed: 39,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Unnamed: 27,Unnamed: 28,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Unnamed: 33,Unnamed: 34,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Unnamed: 26,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Unnamed: 32
104,43,Luke Berry,ENG,MF,Luton Town,31,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/2aaadf33/Luke-Berry,2aaadf33,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/2aaadf33/Luke-Berry,2aaadf33,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/2aaadf33/Luke-Berry,2aaadf33,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/2aaadf33/Luke-Berry,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,https://fbref.com/en/players/2aaadf33/Luke-Berry
105,44,Beto,GNB,FW,Everton,25,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,3,2,5,0.0,0.0,0.0,0.0,0.0,0.26,0.15,0.42,0.26,0.42,Matches,https://fbref.com/en/players/ed5c0319/Beto,ed5c0319,4,0,0.0,4.0,0.0,0.0,,14.5,0,0.07,-0.3,-0.3,https://fbref.com/en/players/ed5c0319/Beto,ed5c0319,10,19,52.6,135,35,6,8,75.0,3,6,50.0,1,1,100.0,0.0,-0.2,1,1,1,0,https://fbref.com/en/players/ed5c0319/Beto,ed5c0319,9,9.0,5,0,3,0,0,1,1.0,1,0,0,0,0,0,https://fbref.com/en/players/ed5c0319/Beto,3,1,0,2,1,0,0.0,1,0,0,0,3,3,0,40,3,6,40,6,66.7,3,33.3,22,2,3,2,24,https://fbref.com/en/players/ed5c0319/Beto
106,45,Jordan Beyer,GER,DF,Burnley,23,2000,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/9af1f9ff/Jordan-Beyer,9af1f9ff,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/9af1f9ff/Jordan-Beyer,9af1f9ff,75,89,84.3,1431,415,25,26,96.2,42,46,91.3,7,16,43.8,0.0,0.0,0,2,0,0,https://fbref.com/en/players/9af1f9ff/Jordan-Beyer,9af1f9ff,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/9af1f9ff/Jordan-Beyer,14,10,9,4,1,5,71.4,2,2,2,4,18,4,0,112,21,0,112,2,50.0,2,50.0,61,0,0,0,73,https://fbref.com/en/players/9af1f9ff/Jordan-Beyer
107,46,Philip Billing,DEN,MF,Bournemouth,27,1996,4,4,355,3.9,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.2,4,17,12,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.3,0.21,0.3,Matches,https://fbref.com/en/players/d328a254/Philip-Billing,d328a254,9,1,11.1,2.28,0.25,0.0,0.0,16.8,2,0.09,-0.8,-0.8,https://fbref.com/en/players/d328a254/Philip-Billing,d328a254,109,140,77.9,1748,629,60,72,83.3,34,39,87.2,11,18,61.1,0.2,-0.3,6,13,6,1,https://fbref.com/en/players/d328a254/Philip-Billing,d328a254,11,2.79,11,0,0,0,0,1,0.25,1,0,0,0,0,0,https://fbref.com/en/players/d328a254/Philip-Billing,9,3,0,8,1,4,40.0,6,12,10,5,14,9,0,195,17,17,195,3,33.3,5,55.6,81,2,5,3,97,https://fbref.com/en/players/d328a254/Philip-Billing
108,47,Yves Bissouma,MLI,MF,Tottenham,27,1996,4,4,343,3.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,11,26,2,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,https://fbref.com/en/players/6c203af0/Yves-Bissouma,6c203af0,8,2,25.0,2.1,0.52,0.0,0.0,29.6,0,0.02,-0.2,-0.2,https://fbref.com/en/players/6c203af0/Yves-Bissouma,6c203af0,244,269,90.7,3525,1258,143,148,96.6,80,90,88.9,8,13,61.5,0.3,-0.2,2,27,2,0,https://fbref.com/en/players/6c203af0/Yves-Bissouma,6c203af0,10,2.62,9,0,1,0,0,1,0.26,1,0,0,0,0,0,https://fbref.com/en/players/6c203af0/Yves-Bissouma,16,11,8,6,2,8,66.7,4,6,4,11,27,10,0,337,17,7,337,11,68.8,4,25.0,244,3,8,7,249,https://fbref.com/en/players/6c203af0/Yves-Bissouma
109,48,Oscar Bobb,NOR,FW,Manchester City,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/eed2427e/Oscar-Bobb,eed2427e,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/eed2427e/Oscar-Bobb,eed2427e,4,4,100.0,67,23,3,3,100.0,0,0,,1,1,100.0,0.0,0.0,0,1,1,0,https://fbref.com/en/players/eed2427e/Oscar-Bobb,eed2427e,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/eed2427e/Oscar-Bobb,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,1,4,2,100.0,0,0.0,3,0,0,0,4,https://fbref.com/en/players/eed2427e/Oscar-Bobb
110,49,Jayden Bogle,ENG,DF,Sheffield Utd,23,2000,1,0,20,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,4.5,0.0,4.5,4.5,4.5,0.42,0.0,0.42,0.42,0.42,Matches,https://fbref.com/en/players/ae5019e6/Jayden-Bogle,ae5019e6,1,1,100.0,4.5,4.5,1.0,1.0,12.7,0,0.09,0.9,0.9,https://fbref.com/en/players/ae5019e6/Jayden-Bogle,ae5019e6,6,7,85.7,62,3,6,6,100.0,0,0,,0,1,0.0,0.0,0.0,0,0,0,0,https://fbref.com/en/players/ae5019e6/Jayden-Bogle,ae5019e6,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/ae5019e6/Jayden-Bogle,1,1,1,0,0,0,0.0,1,0,0,0,1,0,0,11,0,1,11,1,100.0,0,0.0,3,0,1,0,5,https://fbref.com/en/players/ae5019e6/Jayden-Bogle
111,50,Willy Boly,CIV,DF,Nott'ham Forest,32,1991,4,4,338,3.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,1,5,1,0.27,0.0,0.27,0.27,0.27,0.22,0.07,0.29,0.22,0.29,Matches,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,a4ac4b8f,5,4,80.0,1.33,1.07,0.2,0.25,7.7,0,0.16,0.2,0.2,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,a4ac4b8f,100,141,70.9,1626,878,51,58,87.9,40,62,64.5,4,15,26.7,0.1,-0.3,1,5,2,0,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,a4ac4b8f,1,0.27,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,11,7,10,1,0,3,42.9,4,7,1,6,17,22,0,194,41,7,194,1,25.0,1,25.0,72,0,1,0,84,https://fbref.com/en/players/a4ac4b8f/Willy-Boly
112,51,Sven Botman,NED,DF,Newcastle Utd,23,2000,3,3,266,3.0,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,0,6,2,0.0,0.34,0.34,0.0,0.34,0.05,0.15,0.2,0.05,0.2,Matches,https://fbref.com/en/players/ccce7025/Sven-Botman,ccce7025,3,0,0.0,1.02,0.0,0.0,,11.6,0,0.05,-0.2,-0.2,https://fbref.com/en/players/ccce7025/Sven-Botman,ccce7025,194,213,91.1,3583,1290,71,78,91.0,105,110,95.5,17,22,77.3,0.3,0.6,1,9,0,0,https://fbref.com/en/players/ccce7025/Sven-Botman,ccce7025,3,1.02,3,0,0,0,0,1,0.34,1,0,0,0,0,0,https://fbref.com/en/players/ccce7025/Sven-Botman,5,5,3,2,0,2,66.7,1,3,1,3,8,9,1,237,41,5,237,0,,0,,163,0,1,0,175,https://fbref.com/en/players/ccce7025/Sven-Botman
113,52,Jarrod Bowen,ENG,"FW,MF",West Ham,26,1996,4,4,360,4.0,3,1,4,3,0,0,1,0,2.3,2.3,0.5,2.8,11,8,18,0.75,0.25,1.0,0.75,1.0,0.57,0.13,0.71,0.57,0.71,Matches,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,79c84d1c,13,6,46.2,3.25,1.5,0.23,0.5,16.0,0,0.18,0.7,0.7,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,79c84d1c,61,90,67.8,835,257,35,44,79.5,18,26,69.2,4,8,50.0,0.5,0.5,4,4,0,0,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,79c84d1c,12,3.0,5,3,2,0,1,2,0.5,1,0,0,0,0,1,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,5,5,4,0,1,2,33.3,4,2,2,2,7,3,0,140,1,25,140,8,50.0,6,37.5,75,8,15,5,92,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen
114,53,Jarrad Branthwaite,ENG,DF,Everton,21,2002,2,2,180,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,https://fbref.com/en/players/c1949191/Jarrad-Branthwaite,c1949191,3,1,33.3,1.5,0.5,0.0,0.0,9.1,0,0.07,-0.2,-0.2,https://fbref.com/en/players/c1949191/Jarrad-Branthwaite,c1949191,89,105,84.8,1587,697,41,45,91.1,40,45,88.9,8,15,53.3,0.2,0.0,0,5,1,0,https://fbref.com/en/players/c1949191/Jarrad-Branthwaite,c1949191,1,0.5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/c1949191/Jarrad-Branthwaite,4,4,3,1,0,3,100.0,0,1,0,4,8,6,0,126,13,4,126,0,,0,,67,0,1,0,67,https://fbref.com/en/players/c1949191/Jarrad-Branthwaite
115,54,Andre Brooks,ENG,"MF,FW",Sheffield Utd,20,2003,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/5f346071/Andre-Brooks,5f346071,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/5f346071/Andre-Brooks,5f346071,12,14,85.7,173,77,9,10,90.0,2,3,66.7,1,1,100.0,0.0,0.0,0,1,0,0,https://fbref.com/en/players/5f346071/Andre-Brooks,5f346071,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/5f346071/Andre-Brooks,0,0,0,0,0,0,,0,1,1,1,1,1,0,21,0,1,21,0,,0,,8,0,2,0,11,https://fbref.com/en/players/5f346071/Andre-Brooks
116,55,David Brooks,WAL,"FW,MF",Bournemouth,26,1997,4,1,138,1.5,1,0,1,1,0,0,0,0,1.2,1.2,0.3,1.5,4,9,11,0.65,0.0,0.65,0.65,0.65,0.76,0.2,0.97,0.76,0.97,Matches,https://fbref.com/en/players/dc4cae05/David-Brooks,dc4cae05,6,3,50.0,3.91,1.96,0.17,0.33,20.3,0,0.2,-0.2,-0.2,https://fbref.com/en/players/dc4cae05/David-Brooks,dc4cae05,44,64,68.8,691,289,23,26,88.5,18,23,78.3,3,13,23.1,0.2,-0.3,3,5,3,0,https://fbref.com/en/players/dc4cae05/David-Brooks,dc4cae05,7,4.57,4,1,1,1,0,1,0.65,0,0,1,0,0,0,https://fbref.com/en/players/dc4cae05/David-Brooks,1,1,1,0,0,1,100.0,0,1,1,0,1,2,0,82,1,4,82,1,33.3,2,66.7,44,0,5,1,52,https://fbref.com/en/players/dc4cae05/David-Brooks
117,56,Jacob Brown,SCO,FW,Luton Town,25,1998,3,0,68,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,0,8,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,https://fbref.com/en/players/ca18c8f1/Jacob-Brown,ca18c8f1,3,1,33.3,3.97,1.32,0.0,0.0,17.6,0,0.06,-0.2,-0.2,https://fbref.com/en/players/ca18c8f1/Jacob-Brown,ca18c8f1,5,13,38.5,62,12,4,6,66.7,1,2,50.0,0,1,0.0,0.0,0.0,0,0,0,0,https://fbref.com/en/players/ca18c8f1/Jacob-Brown,ca18c8f1,1,1.32,0,0,0,1,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/ca18c8f1/Jacob-Brown,1,0,0,0,1,0,,0,1,1,0,1,1,0,21,2,7,21,0,0.0,0,0.0,12,1,0,1,13,https://fbref.com/en/players/ca18c8f1/Jacob-Brown
118,57,Josh Brownhill,ENG,MF,Burnley,27,1995,2,0,46,0.5,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,0,0,3,1.96,0.0,1.96,1.96,1.96,0.39,0.12,0.5,0.39,0.5,Matches,https://fbref.com/en/players/47369df8/Josh-Brownhill,47369df8,3,1,33.3,5.87,1.96,0.33,1.0,21.3,0,0.07,0.8,0.8,https://fbref.com/en/players/47369df8/Josh-Brownhill,47369df8,21,27,77.8,339,90,10,12,83.3,7,8,87.5,2,3,66.7,0.2,-0.1,1,0,0,0,https://fbref.com/en/players/47369df8/Josh-Brownhill,47369df8,5,9.78,2,3,0,0,0,1,1.96,1,0,0,0,0,0,https://fbref.com/en/players/47369df8/Josh-Brownhill,1,1,1,0,0,0,,0,0,0,0,1,0,0,32,3,2,32,0,,0,,15,0,0,1,20,https://fbref.com/en/players/47369df8/Josh-Brownhill
119,58,Jacob Bruun Larsen,DEN,"MF,DF",Burnley,24,1998,3,0,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,3,10,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.27,0.11,0.27,Matches,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,4e204552,2,0,0.0,2.86,0.0,0.0,,15.4,1,0.04,-0.1,-0.1,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,4e204552,19,22,86.4,288,44,12,13,92.3,4,4,100.0,2,2,100.0,0.1,-0.1,2,0,3,0,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,4e204552,3,4.29,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,1,0,0,0,1,1,50.0,1,0,0,0,1,2,0,31,1,9,31,0,0.0,1,100.0,16,3,2,0,18,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
120,59,Hugo Bueno,ESP,DF,Wolves,20,2002,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,3,13,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.24,0.14,0.24,Matches,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,bfc3b3a0,3,0,0.0,2.41,0.0,0.0,,18.0,0,0.06,-0.2,-0.2,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,bfc3b3a0,77,92,83.7,1049,318,53,58,91.4,21,26,80.8,3,5,60.0,0.2,-0.1,2,5,2,2,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,bfc3b3a0,8,6.49,6,0,1,0,0,1,0.81,1,0,0,0,0,0,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,2,1,1,0,1,1,100.0,0,2,1,0,2,1,0,106,2,4,106,1,33.3,2,66.7,63,0,2,1,69,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno
121,60,Reece Burke,ENG,DF,Luton Town,27,1996,2,2,166,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0,6,0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.25,0.14,0.25,Matches,https://fbref.com/en/players/a681b7b7/Reece-Burke,a681b7b7,3,0,0.0,1.63,0.0,0.0,,8.3,0,0.09,-0.3,-0.3,https://fbref.com/en/players/a681b7b7/Reece-Burke,a681b7b7,49,63,77.8,869,303,20,26,76.9,22,24,91.7,5,10,50.0,0.0,-0.2,2,2,1,0,https://fbref.com/en/players/a681b7b7/Reece-Burke,a681b7b7,3,1.63,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/a681b7b7/Reece-Burke,3,2,3,0,0,2,50.0,2,2,0,1,4,7,0,82,7,4,82,0,,0,,33,0,1,1,45,https://fbref.com/en/players/a681b7b7/Reece-Burke
122,61,Dan Burn,ENG,DF,Newcastle Utd,31,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,3,6,1,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,https://fbref.com/en/players/b2d31e83/Dan-Burn,b2d31e83,1,0,0.0,0.25,0.0,0.0,,5.0,0,0.16,-0.2,-0.2,https://fbref.com/en/players/b2d31e83/Dan-Burn,b2d31e83,189,225,84.0,3155,1193,84,95,88.4,96,108,88.9,8,14,57.1,0.0,-0.1,1,13,0,0,https://fbref.com/en/players/b2d31e83/Dan-Burn,b2d31e83,3,0.75,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/b2d31e83/Dan-Burn,9,4,6,3,0,1,10.0,9,8,5,2,11,7,0,257,21,5,257,0,,0,,152,0,1,0,158,https://fbref.com/en/players/b2d31e83/Dan-Burn
123,62,Mason Burstow,ENG,FW,Chelsea,20,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/dab84ad2/Mason-Burstow,dab84ad2,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dab84ad2/Mason-Burstow,dab84ad2,3,4,75.0,29,1,3,3,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dab84ad2/Mason-Burstow,dab84ad2,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dab84ad2/Mason-Burstow,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,1,6,0,,0,,2,0,1,0,3,https://fbref.com/en/players/dab84ad2/Mason-Burstow
124,63,Moisés Caicedo,ECU,MF,Chelsea,21,2001,3,2,196,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,19,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,https://fbref.com/en/players/16264a81/Moises-Caicedo,16264a81,2,0,0.0,0.92,0.0,0.0,,23.8,0,0.05,-0.1,-0.1,https://fbref.com/en/players/16264a81/Moises-Caicedo,16264a81,146,160,91.3,2123,617,80,86,93.0,50,53,94.3,8,9,88.9,0.1,0.0,0,11,1,0,https://fbref.com/en/players/16264a81/Moises-Caicedo,16264a81,7,3.21,4,0,1,1,0,1,0.46,1,0,0,0,0,0,https://fbref.com/en/players/16264a81/Moises-Caicedo,7,3,5,2,0,2,100.0,0,3,1,1,8,1,1,185,4,1,185,2,50.0,1,25.0,117,0,4,2,141,https://fbref.com/en/players/16264a81/Moises-Caicedo
125,64,Tom Cairney,SCO,MF,Fulham,32,1991,3,2,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,https://fbref.com/en/players/a8748947/Tom-Cairney,a8748947,1,0,0.0,0.9,0.0,0.0,,21.2,0,0.04,0.0,0.0,https://fbref.com/en/players/a8748947/Tom-Cairney,a8748947,47,58,81.0,647,106,31,33,93.9,11,12,91.7,3,7,42.9,0.1,0.0,1,2,1,0,https://fbref.com/en/players/a8748947/Tom-Cairney,a8748947,3,2.7,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/a8748947/Tom-Cairney,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,64,1,2,64,1,100.0,0,0.0,49,1,0,4,53,https://fbref.com/en/players/a8748947/Tom-Cairney
126,65,Dominic Calvert-Lewin,ENG,FW,Everton,26,1997,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,59e6e5bf,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,59e6e5bf,3,4,75.0,32,7,2,3,66.7,1,1,100.0,0,0,,0.0,0.0,0,2,0,0,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,59e6e5bf,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,2,5,0,,0,,3,0,1,0,3,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin
127,66,Thomas Cannon,IRL,FW,Everton,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/4506aec5/Thomas-Cannon,4506aec5,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/4506aec5/Thomas-Cannon,4506aec5,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/4506aec5/Thomas-Cannon,4506aec5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4506aec5/Thomas-Cannon,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,https://fbref.com/en/players/4506aec5/Thomas-Cannon
128,67,Diego Carlos,BRA,DF,Aston Villa,30,1993,4,2,162,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,3,0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/b4a014b1/Diego-Carlos,b4a014b1,3,1,33.3,1.67,0.56,0.0,0.0,6.8,0,0.12,-0.4,-0.4,https://fbref.com/en/players/b4a014b1/Diego-Carlos,b4a014b1,101,120,84.2,1998,915,29,30,96.7,63,68,92.6,8,19,42.1,0.0,0.0,0,6,0,0,https://fbref.com/en/players/b4a014b1/Diego-Carlos,b4a014b1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/b4a014b1/Diego-Carlos,6,4,6,0,0,2,100.0,0,1,0,2,8,8,0,143,25,5,143,1,33.3,2,66.7,88,0,0,0,105,https://fbref.com/en/players/b4a014b1/Diego-Carlos
129,68,Casemiro,BRA,MF,Manchester Utd,31,1992,4,4,360,4.0,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.5,4,35,9,0.25,0.0,0.25,0.25,0.25,0.35,0.02,0.37,0.35,0.37,Matches,https://fbref.com/en/players/4d224fe8/Casemiro,4d224fe8,9,4,44.4,2.25,1.0,0.11,0.25,14.9,0,0.15,-0.4,-0.4,https://fbref.com/en/players/4d224fe8/Casemiro,4d224fe8,211,253,83.4,3473,1229,112,125,89.6,80,89,89.9,15,28,53.6,0.2,-0.1,2,28,4,0,https://fbref.com/en/players/4d224fe8/Casemiro,4d224fe8,7,1.75,4,1,0,1,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4d224fe8/Casemiro,11,6,3,7,1,6,33.3,12,9,5,3,14,13,0,313,21,8,313,1,25.0,3,75.0,189,0,5,4,217,https://fbref.com/en/players/4d224fe8/Casemiro
130,69,Matty Cash,POL,DF,Aston Villa,26,1997,4,4,356,4.0,2,0,2,2,0,0,1,0,2.1,2.1,0.1,2.2,7,9,9,0.51,0.0,0.51,0.51,0.51,0.53,0.03,0.55,0.53,0.55,Matches,https://fbref.com/en/players/2389cdc2/Matty-Cash,2389cdc2,9,5,55.6,2.28,1.26,0.22,0.4,13.9,0,0.23,-0.1,-0.1,https://fbref.com/en/players/2389cdc2/Matty-Cash,2389cdc2,138,169,81.7,2105,536,70,77,90.9,59,70,84.3,5,16,31.3,0.3,-0.1,1,3,4,1,https://fbref.com/en/players/2389cdc2/Matty-Cash,2389cdc2,8,2.02,5,0,0,0,0,1,0.25,1,0,0,0,0,0,https://fbref.com/en/players/2389cdc2/Matty-Cash,7,3,3,4,0,4,44.4,5,8,5,1,8,8,0,222,11,8,222,4,40.0,2,20.0,124,1,5,2,132,https://fbref.com/en/players/2389cdc2/Matty-Cash
131,70,Timothy Castagne,BEL,DF,Fulham,27,1995,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/197640fd/Timothy-Castagne,197640fd,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/197640fd/Timothy-Castagne,197640fd,8,11,72.7,138,37,2,4,50.0,6,7,85.7,0,0,,0.0,0.0,0,0,1,0,https://fbref.com/en/players/197640fd/Timothy-Castagne,197640fd,1,5.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/197640fd/Timothy-Castagne,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,13,1,0,13,0,,0,,6,0,0,0,7,https://fbref.com/en/players/197640fd/Timothy-Castagne
